GSR Conductance CAL (u Siemens)_002 ,GSR Conductance CAL (u Siemens)_001 ,GSR Conductance CAL (u Siemens)_004 ,GSR Conductance CAL (u Siemens)_003 ,GSR Conductance CAL (u Siemens)_005 ,GSR Conductance CAL (u Siemens)_006 ,GSR Conductance CAL (u Siemens)_007
-0.24469800162245794                ,-1.053970023434981                  ,                                    ,-1.3329680812465956                 ,-2.3235575999648175                 ,-0.4677401447084359                 ,-0.8928517257984521
-0.2448251393653217                 ,-1.0539278457820302                 ,                                    ,-1.3330613886459046                 ,-2.3219457484472183                 ,-0.4674472115678813                 ,-0.8919805055802289
-0.24508686749092087                ,-1.0538620209625873                 ,                                    ,-1.333173816091613                  ,-2.3205609655808703                 ,-0.4666290854202456                 ,-0.891146358562781
-0.24533769027795346                ,-1.0538238507633513                 ,                                    ,-1.3332589495400127                 ,-2.3189235268517203                 ,-0.46584504786209463                ,-0.8905719301624416
-0.24557827540020916                ,-1.053787238531431                  ,-0.628877296983449                  ,-1.333362756255404                  ,-2.317504933041589                  ,-0.4650930118369295                 ,-0.8898005763991302
-0.24580923711757469                ,-1.0537999280960062                 ,                                    ,-1.3334624107021797                 ,-2.3161430829838623                 ,-0.464371057252771                  ,-0.8892760407780773
-0.24603114151269054                ,-1.0537652207097956                 ,-0.6291683644618072                 ,-1.3335581571314348                 ,-2.3148346388107526                 ,-0.46417290358591123                ,-0.8885603457777265
-0.2462445111233789                 ,-1.0537318482230544                 ,                                    ,-1.3336502210057186                 ,-2.313433278575578                  ,-0.4634964108752015                 ,-0.8880798351925103
-0.24644982905064503                ,-1.053722302872226                  ,-0.6294455715840532                 ,-1.3337388107715387                 ,-2.312225338039346                  ,-0.46284544619131096                ,-0.8872099446971878
-0.2466475426102346                 ,-1.0537352549812624                 ,                                    ,-1.3338442167863909                 ,-2.3109242004197594                 ,-0.4622185913105274                 ,-0.8865722715687248
-0.2469576922025823                 ,-1.0537042476434078                 ,-0.6297098853517761                 ,-1.3339260579101693                 ,-2.3096703768954305                 ,-0.4620739845638438                 ,-0.8857614237027556
-0.2471392755787591                 ,-1.0536743477104766                 ,                                    ,-1.334024355725587                  ,-2.3083283591403645                 ,-0.46148329345786443                ,-0.8851723910609239
-0.24742991583508533                ,-1.053645496897999                  ,-0.6303640313221364                 ,-1.3340811253025908                 ,-2.307033429727581                  ,-0.46091332835560367                ,-0.8844145533044239
-0.24759709592876464                ,-1.0536382632381913                 ,                                    ,-1.334192066266491                  ,-2.30578315305317                   ,-0.46036301722238643                ,-0.8838690540364196
-0.24787012430606278                ,-1.0536312747871905                 ,-0.6305961875948919                 ,-1.3342808572716955                 ,-2.30482771707185                   ,-0.45983136070385444                ,-0.8831589961534365
-0.24802439492210313                ,-1.0536245192845566                 ,                                    ,-1.3343666885767267                 ,-2.3036558781641805                 ,-0.4593174260692736                 ,-0.8824726068665529
-0.2482814666477958                 ,-1.0536179852738123                 ,-0.6308182501166582                 ,-1.334431914642587                  ,-2.302522460204304                  ,-0.4588203417505807                 ,-0.8818087221464523
-0.2485302457371758                 ,-1.053630948684883                  ,                                    ,-1.3345125407866347                 ,-2.3014256041141015                 ,-0.45833929240991                   ,-0.8811662530624841
-0.2487711270776866                 ,-1.0536245200490777                 ,-0.6314070598598703                 ,-1.3345906073705545                 ,-2.3002453383192454                 ,-0.45787351447687974                ,-0.8805441798224513
-0.24900448087630642                ,-1.053636976247689                  ,                                    ,-1.3346662343737263                 ,-2.2993346909483456                 ,-0.45742229210425667                ,-0.8799415463711695
-0.24923065455804563                ,-1.0536490491786505                 ,-0.6319713358637818                 ,-1.3347395343921855                 ,-2.298452063496551                  ,-0.45737372176792845                ,-0.8793574554876196
-0.24944997449185333                ,-1.0536607562632194                 ,                                    ,-1.334810613197964                  ,-2.297483356210417                  ,-0.4569437454173387                 ,-0.8786274552431724
-0.24966274756196535                ,-1.0536542665373378                 ,-0.6328733882160864                 ,-1.3349119616306537                 ,-2.2965435655596904                 ,-0.45652660418169183                ,-0.8780804132088029
-0.2498692626006034                 ,-1.0536479676857466                 ,                                    ,-1.3349784141886376                 ,-2.295521878699079                  ,-0.45612173180591703                ,-0.8773906635932928
-0.2501651543551403                 ,-1.0536071866941883                 ,-0.6337393584742987                 ,-1.3350586647251614                 ,-2.2946377555673783                 ,-0.45572859486132405                ,-0.876720906720261
-0.25045259205954756                ,-1.0535846533328321                 ,                                    ,-1.3351366223892134                 ,-2.2936724856169604                 ,-0.4553466904008623                 ,-0.8760702857578875
-0.2507319329272109                 ,-1.0535627547140494                 ,-0.634571369114542                  ,-1.3352276693722973                 ,-2.2927344063693713                 ,-0.45497554381252625                ,-0.8754379921465666
-0.25091212511140737                ,-1.0535580767962036                 ,                                    ,-1.3353011142589153                 ,-2.2917189609346327                 ,-0.45461470685164396                ,-0.874673262846397
-0.25108738052343405                ,-1.0535699074806417                 ,-0.6353713793455451                 ,-1.335402276033771                  ,                                    ,-0.4546099193638533                 ,-0.8740774296478725
-0.25125789930270326                ,-1.053581418416852                  ,                                    ,-1.335471376373974                  ,                                    ,-0.4542637756241932                 ,-0.8733517546868789
-0.2515116045608492                 ,-1.0535766787663494                 ,-0.6361412005112275                 ,-1.3355820404330245                 ,                                    ,-0.4539268623842573                 ,-0.872789430482442
-0.25167205410859267                ,-1.0535720638434913                 ,                                    ,-1.3356469570221794                 ,                                    ,-0.45359881528221446                ,-0.8722419042833849
-0.2519137909859311                 ,-1.053583098296955                  ,-0.6368825097818843                 ,-1.335738372175442                  ,                                    ,-0.4532792888841207                 ,-0.8715683403645663
-0.25214932948179924                ,-1.053609184344303                  ,                                    ,-1.3358135335345793                 ,                                    ,-0.4532919290297465                 ,-0.870912047315461
-0.252378904977772                  ,-1.0536043332086682                 ,-0.6379183094986824                 ,-1.3359005258167163                 ,                                    ,-0.4529843765436611                 ,-0.8702723692802572
-0.25260274108634545                ,-1.0536145505030623                 ,                                    ,-1.3359717812213594                 ,                                    ,-0.45268451286972783                ,-0.8696486831959331
-0.25282105037742325                ,-1.0536245155185824                 ,-0.638917116368452                  ,-1.336054671870767                  ,                                    ,-0.4523920532371263                 ,-0.8689070856620085
-0.2530340350516455                 ,-1.0536196548979795                 ,                                    ,-1.3361355407970186                 ,                                    ,-0.45210672676629554                ,-0.8683152612336225
-0.2532418875650431                 ,-1.0536005006389588                 ,-0.639880877383142                  ,-1.3362275364597385                 ,-2.290833343100434                  ,-0.4518282756321113                 ,-0.8676075988446396
-0.2534447912090741                 ,-1.0535960416388421                 ,                                    ,-1.3363044220235916                 ,                                    ,-0.4515564542868362                 ,-0.8670453355552313
-0.25364292064971616                ,-1.0535776158713175                 ,-0.6408114052593944                 ,-1.3363794985153539                 ,-2.289871032181079                  ,-0.45129102873792043                ,-0.8663692643480879
-0.25383644242894793                ,-1.0535735266708273                 ,                                    ,-1.3364654483093936                 ,                                    ,-0.4510317758761888                 ,-0.8658344761874631
-0.25410114082154067                ,-1.053569531474946                  ,-0.6417103898178078                 ,-1.336512002940421                  ,-2.288835069238593                  ,-0.4504880710571779                 ,-0.8651878647709179
-0.25428505733111006                ,-1.053565627078971                  ,                                    ,-1.336594493597948                  ,                                    ,-0.4502438348250395                 ,-0.8646786558818661
-0.25453876682833937                ,-1.0535618104222315                 ,-0.6428740956317988                 ,-1.3366629366341887                 ,-2.287826368478803                  ,-0.45000508704755593                ,-0.8639382139745223
-0.2547868383367413                 ,-1.0535713649370977                 ,                                    ,-1.3367419171249506                 ,                                    ,-0.44977164477623865                ,-0.8633342258520058
-0.25502945772407953                ,-1.0535675691095379                 ,-0.6439996471568065                 ,-1.3368072358798786                 ,-2.2869406018111325                 ,-0.449543333104291                  ,-0.8627435121937206
-0.2551952874625531                 ,-1.053576853323132                  ,                                    ,-1.3368829309333883                 ,                                    ,-0.44959465796449355                ,-0.8621656401367023
-0.25542829730257427                ,-1.0535859378762187                 ,-0.6453740452951862                 ,-1.336945328706399                  ,-2.2860775471093002                 ,-0.4493731593049722                 ,-0.8616001954357488
-0.25558635577450056                ,-1.0536075535370044                 ,                                    ,-1.3370294863418415                 ,                                    ,-0.44942520250643975                ,-0.8609318883154565
-0.25581034363565863                ,-1.0536035366011323                 ,-0.6464241832850606                 ,-1.3370890277890157                 ,-2.2852363418935897                 ,-0.4494761500615606                 ,-0.8603913345747468
-0.2559611295734502                 ,-1.0535996033514243                 ,                                    ,-1.3371586335495758                 ,                                    ,-0.44926280769247146                ,-0.8597495428200962
-0.2561766354807808                 ,-1.053595751199648                  ,-0.6474415044627513                 ,-1.3372268041398148                 ,-2.2844161668082723                 ,-0.4493143789558783                 ,-0.8592323236461574
-0.25638774330836994                ,-1.0536041794196538                 ,                                    ,-1.3373046545714289                 ,                                    ,-0.4493648977445216                 ,-0.8586154563245464
-0.25652812765539296                ,-1.0536003588662144                 ,-0.6486995171900374                 ,-1.3373809322670507                 ,-2.2835242858784737                 ,-0.44915914405648605                ,-0.8580110509690285
-0.2567314984046842                 ,-1.0535966147238438                 ,                                    ,-1.3374448347524077                 ,                                    ,-0.44895750544221114                ,-0.857418733720621
-0.2569308420104251                 ,-1.0535929447229062                 ,-0.649919408319527                  ,-1.3375182140760276                 ,-2.282654158142085                  ,-0.44875985967178333                ,-0.8568381455266373
-0.25712627691801426                ,-1.0536127963431727                 ,                                    ,-1.3375795176713876                 ,                                    ,-0.4488138337950298                 ,-0.8561630767130622
-0.25738180069608024                ,-1.053609040501289                  ,-0.6511028847884347                 ,-1.3376712346750887                 ,-2.2818947385869777                 ,-0.44886675987704827                ,-0.8556059529209769
-0.2575691410988537                 ,-1.0536053568871337                 ,                                    ,-1.3377298880032396                 ,                                    ,-0.4489186681497971                 ,-0.8550595430479702
-0.25781558000323423                ,-1.0536131317430677                 ,-0.6525115714266612                 ,-1.3378080929119454                 ,-2.281153400449849                  ,-0.4489695876935412                 ,-0.8545235409820684
-0.2580573691169661                 ,-1.0536207599036067                 ,                                    ,-1.3378745839829458                 ,                                    ,-0.44901954649117687                ,-0.853895782355275
-0.2582946388080114                 ,-1.0536170700412286                 ,-0.6536231766485407                 ,-1.3379702572731236                 ,-2.280517111727358                  ,-0.449068571479511                  ,-0.8532797575345898
-0.25846658847260867                ,-1.0536245204738117                 ,                                    ,-1.3380340155061317                 ,                                    ,-0.44888270769385813                ,-0.8527751239104574
-0.2586957502853261                 ,-1.0536318342012096                 ,-0.6547030217212235                 ,-1.3381165141625213                 ,-2.279722422189768                  ,-0.44893208854293215                ,-0.8521806835676272
-0.25886092712440967                ,-1.053628144296009                  ,                                    ,-1.33819751284334                   ,                                    ,-0.4489805715583866                 ,-0.8516952166818149
-0.2590824072949899                 ,-1.0536352935974882                 ,-0.6557524486228451                 ,-1.3382770520884686                 ,-2.27886040914764                   ,-0.44902818100599506                ,-0.8511212158697442
-0.2592411822529321                 ,-1.0536423152328696                 ,                                    ,-1.3383454837967623                 ,                                    ,-0.4490749402848962                 ,-0.8507503057543718
-0.2593971470346275                 ,-1.0536492125915184                 ,-0.6567727247771993                 ,-1.3384319098342419                 ,-2.2781026069015833                 ,-0.44934446334653155                ,-0.8500992514532023
-0.25960809509624316                ,-1.0536454997146556                 ,                                    ,-1.3385072998273855                 ,                                    ,-0.44960925793340134                ,-0.8495543556206475
-0.2598153744959177                 ,-1.0536418514095642                 ,-0.6580072569883039                 ,-1.338590815707425                  ,-2.27744552519559                   ,-0.44986944739702117                ,-0.8490189362373548
-0.2600190801128392                 ,-1.0536485743867248                 ,                                    ,-1.3386728916584991                 ,                                    ,-0.4499073419905204                 ,-0.8485858361502076
-0.26021930358246287                ,-1.0536449621665747                 ,-0.6592084234639732                 ,-1.3387442889011834                 ,-2.276885784460507                  ,-0.44994458881319055                ,-0.8479755398559511
-0.26041613343395736                ,-1.0536515448326222                 ,                                    ,-1.3388328677381838                 ,                                    ,-0.45019532150333036                ,-0.8474671126244767
-0.2606096552207208                 ,-1.0536479683603241                 ,-0.6603775588336248                 ,-1.3388926033321262                 ,-2.276338345719602                  ,-0.45022952233307484                ,-0.8468764744488274
-0.2607999516443716                 ,-1.0536544162636565                 ,                                    ,-1.3389784699015854                 ,                                    ,-0.45026315314899024                ,-0.8463856798829369
-0.2609871026725901                 ,-1.0536508751757678                 ,-0.6615159274830223                 ,-1.339053950530762                  ,-2.2757218673429556                 ,-0.45050503656304564                ,-0.845813741782435
-0.26117118565116565                ,-1.0536571935494108                 ,                                    ,-1.3391370869335195                 ,                                    ,-0.45053585774074956                ,-0.8453397039525951
-0.2614057665400154                 ,-1.0536634091852708                 ,-0.6626247281155524                 ,-1.3392188715248503                 ,-2.2751186465658075                 ,-0.4507715909806596                 ,-0.8448733740549477
-0.2615835041167799                 ,-1.0536695245689396                 ,                                    ,-1.3392993370098691                 ,                                    ,-0.4510035220715388                 ,-0.8444145656072625
-0.2618110331636831                 ,-1.0536755421064694                 ,-0.663705097962633                  ,-1.3393698353220462                 ,-2.27452826027328                   ,-0.45102961565690997                ,-0.843876698440182
-0.26203495063841326                ,-1.0536719738725226                 ,                                    ,-1.3394564386023993                 ,                                    ,-0.4512558174870114                 ,-0.8433473688471822
-0.26225534185369886                ,-1.0536684618312362                 ,-0.6647581166743444                 ,-1.339541678051566                  ,-2.2740286876286993                 ,-0.4514784570835679                 ,-0.8429114141833616
-0.26247228945624557                ,-1.0536650046655949                 ,                                    ,-1.3396255856343395                 ,                                    ,-0.4516976179364282                 ,-0.8423978966485088
-0.2626858735300707                 ,-1.0536708706508244                 ,-0.6660058048317514                 ,-1.3396997794795555                 ,-2.2736171115347728                 ,-0.4519133809466085                 ,-0.8418923406258244
-0.2628961716950677                 ,-1.0536766463901273                 ,                                    ,-1.3397811800116095                 ,                                    ,-0.4519314720181186                 ,-0.8413114993143633
-0.26315348838788377                ,-1.0536732059186693                 ,-0.6672226858741609                 ,-1.339877904372293                  ,-2.273137232643055                  ,-0.4521421557908787                 ,-0.84082195481366
-0.2633570576802459                 ,-1.053669817575567                  ,                                    ,-1.3399567221319468                 ,                                    ,-0.4523496473852636                 ,-0.8403398276538762
-0.26355756578024164                ,-1.0536664801849924                 ,-0.6684098868911457                 ,-1.3400425144890447                 ,-2.272743152540694                  ,-0.45255401880529683                ,-0.8398649505265704
-0.2637550812220285                 ,-1.0536721162788372                 ,                                    ,-1.3401270263632006                 ,                                    ,-0.45275533990562816                ,-0.8393165775385802
-0.2639984114237467                 ,-1.0536688113036543                 ,-0.6695684806547092                 ,-1.3402263619326624                 ,-2.272281796040668                  ,-0.45314086319420577                ,-0.8388563152584589
-0.2642381632401454                 ,-1.0536743473731878                 ,                                    ,-1.3403002993349706                 ,                                    ,-0.4535207170226573                 ,-0.8383234230149107
-0.26442638566160187                ,-1.0536798026241878                 ,-0.6706994888524734                 ,-1.3403969199839165                 ,-2.2718296666706426                 ,-0.45389502553974453                ,-0.8377983102201735
-0.2646118802218778                 ,-1.0536765137981368                 ,                                    ,-1.3404685499017617                 ,                                    ,-0.4540807938057586                 ,-0.8372808077557946
-0.26484204409405115                ,-1.053673272293324                  ,-0.6718038850926433                 ,-1.3405547622856424                 ,-2.2713864903574494                 ,-0.4542638891470819                 ,-0.8368484362591502
-0.26506891991090775                ,-1.05367861832523                   ,                                    ,-1.3406242414739349                 ,                                    ,-0.4546248683950571                 ,-0.8364222414981719
-0.2652925776310714                 ,-1.053692371457605                  ,-0.6728825976993209                 ,-1.3407235184413238                 ,-2.271025028516805                  ,-0.45498072737001133                ,-0.8359255090771629
-0.2655594191081402                 ,-1.0537059308838903                 ,                                    ,-1.340806113883717                  ,                                    ,-0.4553315742467269                 ,-0.8354357728874356
-0.26577651868398516                ,-1.0537109363795285                 ,-0.6737332986014878                 ,-1.3408951433547438                 ,-2.2706705853526783                 ,-0.4556775141741176                 ,-0.8349528861549075
-0.26599060298794347                ,-1.0537158723543945                 ,                                    ,-1.3409753997985385                 ,                                    ,-0.4560186493802947                 ,-0.8345516936796804
-0.2662017344049506                 ,-1.053728989165675                  ,-0.6745646653922418                 ,-1.341069516309416                  ,-2.270322958403246                  ,-0.456355079273283                  ,-0.8340070820909663
-0.2664099736107658                 ,-1.0537501187139922                 ,                                    ,-1.3411549122815472                 ,                                    ,-0.45668690053760036                ,-0.8335439032419589
-0.2666601375139228                 ,-1.0537628240968229                 ,-0.6751786841152092                 ,-1.3412465271223242                 ,-2.269981952919517                  ,-0.457014207226893                  ,-0.8330870261459994
-0.26686246535811237                ,-1.0537753577852909                 ,                                    ,-1.3413369039247123                 ,                                    ,-0.4573370908528167                 ,-0.8327092838728657
-0.26710623449916426                ,-1.0537957507076714                 ,-0.6755826180545654                 ,-1.3414187859671005                 ,-2.2697176317276506                 ,-0.4574860435736011                 ,-0.8321916578959748
-0.26730289065886303                ,-1.0538158717244202                 ,                                    ,-1.3415140443996876                 ,                                    ,-0.4578014765088678                 ,-0.8317529333109076
-0.2674969421012147                 ,-1.053827805090418                  ,-0.675783374935348                  ,-1.3416008539988669                 ,-2.2695278634886566                 ,-0.4581127315244622                 ,-0.831320019647497
-0.26768844023511446                ,-1.0538474504728494                 ,                                    ,-1.3416936612150268                 ,                                    ,-0.45841989107932496                ,-0.8309638430032517
-0.26792043779811925                ,-1.0538590214500863                 ,                                    ,-1.3417781620820903                 ,-2.269272641665444                  ,-0.4587230354766079                 ,-0.830471157841898
-0.26814942240576034                ,-1.0538782089940466                 ,                                    ,-1.3418756578899362                 ,                                    ,-0.45885815242967987                ,-0.830055000778872
-0.2683330045738133                 ,-1.0538817154957638                 ,-0.6757875980461236                 ,-1.3419578942511354                 ,-2.268953786077795                  ,-0.4591545577937697                 ,-0.8295745363436284
-0.2685564088225379                 ,-1.0538928443066247                 ,                                    ,-1.3420460330755202                 ,                                    ,-0.4594471630890892                 ,-0.8291694622012713
-0.26877696715726596                ,-1.0538962129209786                 ,-0.6756016271859248                 ,-1.3421261366474961                 ,-2.2687761373875905                 ,-0.45973604092841736                ,-0.8287695482390716
-0.26899473361433923                ,-1.0539071091049603                 ,                                    ,-1.3422189618363751                 ,                                    ,-0.46002126208623506                ,-0.8283746964789249
-0.2692511408010146                 ,-1.0539103456310939                 ,-0.67523151480731                   ,-1.3423037957295751                 ,-2.268534585758708                  ,-0.460302895556533                  ,-0.8279848114075851
-0.269463221592101                  ,-1.0539284928660244                 ,                                    ,-1.34239435023433                   ,                                    ,-0.46058100860845225                ,-0.8275323001695135
-0.26967266783919885                ,-1.0539389855189691                 ,-0.6746830932884652                 ,-1.3424905205649849                 ,-2.2683638522265346                 ,-0.4608556668398508                 ,-0.8271524906661991
-0.2698795283301596                 ,-1.0539567319245307                 ,                                    ,-1.3425989000434995                 ,                                    ,-0.4611269342288863                 ,-0.8267107037689766
-0.27008385065558715                ,-1.0539595845922343                 ,                                    ,-1.3427126059433527                 ,-2.268196140526789                  ,-0.4613948731837006                 ,-0.8264068415969104
-0.27028568124533875                ,-1.053969695722709                  ,                                    ,-1.3428183095417736                 ,                                    ,-0.46150545960483463                ,-0.8260408423806848
-0.2705249406092804                 ,-1.0539796842940266                 ,-0.6737777551603198                 ,-1.342935884748787                  ,-2.268096709063649                  ,-0.4616147055845004                 ,-0.8256792795185952
-0.27072168233678384                ,-1.0539895525211112                 ,                                    ,-1.3430520433870408                 ,-2.267869467302936                  ,-0.4617226353475437                 ,-0.8253220728355669
-0.2709160678759339                 ,-1.0539993025658356                 ,-0.6725265390808931                 ,-1.3431733094486653                 ,                                    ,-0.4619805895302747                 ,-0.8249691440768862
-0.27110813930152267                ,-1.0540160561411578                 ,-0.6714812620345063                 ,-1.343280212140754                  ,-2.2677745663238498                 ,-0.46208505653455684                ,-0.824620416851047
-0.27133686910622207                ,-1.0540255339745834                 ,                                    ,-1.3433986929900887                 ,                                    ,-0.462337813501001                  ,-0.8242758165746261
-0.2715629079720426                 ,-1.0540419361466153                 ,-0.6700999215190511                 ,-1.343509396082494                  ,-2.2677449330877377                 ,-0.4624389501642286                 ,-0.8238717412613407
